,maker,car_name,prices,base_price,trim,color,year,milage,permit_validity,repair_history,guarantee,engine_size,city,prefecture
387,ダイハツ,ムーヴ 660 L SAIII ETC　ドラレコ　ナンバーフレーム付き,89.8,79.8,ハッチバック,緑,2021,0.7万km,2024(R06)年04月,なし,保証付,660CC,八王子市,東京都
388,スズキ,アルト 660 F スズキ セーフティ サポート装着車 オートギヤシフト 4WD 禁煙車 メモリーナビ ドライブレコーダー,99,88.7,ハッチバック,黒真珠,2021,1.8万km,車検整備付,なし,保証付,660CC,長岡市,新潟県
389,日産,ルークス 660 S レンタアップ/キーレス/エマージェンシーブ,103.7,94.9,ハッチバック,黒,2021,0.9万km,車検整備無,なし,保証付,660CC,金沢市,石川県
390,日産,ルークス 660 S ETC　ドラレコ　ナンバーフレーム付き,104.8,94.8,ハッチバック,黒,2021,0.8万km,車検整備無,なし,保証付,660CC,八王子市,東京都
391,日産,デイズ 660 ハイウェイスターX プロパイロット エディション ナビ&アラビュ&プロパイロット&ドラレコ,105.4,98.0,ハッチバック,黒,2021,2.1万km,2024(R06)年02月,なし,保証付,660CC,田辺市,和歌山県
392,ダイハツ,ムーヴ 660 X リミテッドII SAIII LEDヘッドライト Bカメラ 届出済未使用車,106.6,101.0,ハッチバック,赤紫,2021,6km,2024(R06)年03月,なし,保証付,660CC,掛川市,静岡県
393,ダイハツ,ムーヴ 660 X リミテッド SAIII スマートキー LEDライト 届出済未使用車,108.6,103.0,ハッチバック,茶,2021,7km,2024(R06)年03月,なし,保証付,660CC,掛川市,静岡県
394,日産,デイズ 660 ハイウェイスターX 全周囲カメラ,112.3,103.3,ハッチバック,黒,2021,0.9万km,2024(R06)年03月,なし,保証付,660CC,日光市,栃木県
395,スズキ,ワゴンR 660 ハイブリッド FZ スマートキー LEDライト ディーラー試乗車,112.5,107.0,ハッチバック,黒,2021,0.7万km,2024(R06)年04月,なし,保証付,660CC,掛川市,静岡県
396,ホンダ,N-WGN カスタム 660 L ホンダ センシング ワンオーナー　メモリーナビ　リアカメラ,119.1,109.8,ハッチバック,赤,2021,1.5万km,車検整備付,なし,保証付,660CC,堺市北区,大阪府
397,ホンダ,N-BOX 660 L 4WD 片側Pスラ Bカメラ レーダークルコン,129.8,120.8,ハッチバック,銀,2021,1.2万km,2024(R06)年04月,なし,保証付,660CC,函館市,北海道
398,ダイハツ,タント 660 カスタム RS スタイルセレクション ETC　ドラレコ　ナンバーフレーム付き,139.8,129.8,ハッチバック,黒,2021,0.6万km,2024(R06)年11月,なし,保証付,660CC,八王子市,東京都
399,ホンダ,N-ONE 660 オリジナル 純正ナビ・フルセグ・バックカメラ・ETC,143,132.7,ハッチバック,黒Ｍ,2021,0.4万km,車検整備付,なし,保証付,660CC,飯塚市,福岡県
400,ダイハツ,コペン セロ 660 禁煙車 社外ナビ ETC ドライブレコーダー,169,160.1,オープン,緑Ｍ,2021,2.1万km,2024(R06)年04月,なし,保証付,660CC,富士市,静岡県
401,スズキ,アルト ワークス 660 純正ナビ LEDオートライト 純正AW ETC,169.8,159.4,ハッチバック,銀,2021,1.9万km,2024(R06)年01月,なし,保証付,660CC,さいたま市西区,埼玉県
402,日産,NV100クリッパー 660 DX 認定中古車/ナビ/ETC/両側スライドドア,76.3,72.2,ハッチバック,白,2020,2.1万km,2024(R06)年11月,なし,保証付,660CC,笛吹市,山梨県
403,スズキ,ワゴンR 660 ハイブリッド FX セーフティサポート　SDナビ　禁煙車,89.1,79.9,ハッチバック,真珠,2020,1.8万km,車検整備付,なし,保証付,660CC,柴田郡,宮城県
404,ダイハツ,ミライース 660 L SAIII 4WD 障害物センサー 衝突被害軽減ブレーキ,90.5,84.0,ハッチバック,赤,2020,2.8万km,車検整備付,なし,保証付,660CC,五所川原市,青森県
405,ホンダ,N-WGN 660 L ホンダ センシング LED クルコン ナビTV ETC シートヒータ,96.3,83.9,ハッチバック,青,2020,2.8万km,2025(R07)年08月,なし,保証無,660CC,八王子市,東京都
406,ホンダ,N-WGN 660 L ホンダ センシング ナビ/衝突軽減/ドラレコ/追従クルコン/ETC,97.8,87.5,ハッチバック,白真珠,2020,1.8万km,車検整備付,なし,保証付,660CC,草津市,滋賀県
407,日産,デイズ 660 X 禁煙車　純正9型SDナビ　全方位モニター,99,89.9,ハッチバック,赤,2020,2.9万km,車検整備付,なし,保証付,660CC,柴田郡,宮城県
408,日産,デイズ 660 ハイウェイスターX 純正ナビ 全方位カメラ ドラレコ,113.8,103.4,ハッチバック,赤,2020,1.2万km,車検整備付,なし,保証付,660CC,中津市,大分県
409,ダイハツ,キャスト スタイル 660 G VS SAIII 4WD ナビ ドラレコ スターター 全周囲カメラ,124.7,118.0,ハッチバック,桃,2020,0.8万km,車検整備付,なし,保証付,660CC,青森市,青森県
410,日産,NT100クリッパー 660 DX Tベルトチェーン式ルームクリーニング済み,52,42.0,トラック,白,2019,5.8万km,車検整備付,なし,保証付,660CC,神戸市長田区,兵庫県
411,ホンダ,N-BOX 660 G ホンダセンシング 4WD 社外メモリナビ ビルトインETC,69.8,60.3,ハッチバック,銀Ｍ,2019,9万km,2025(R07)年02月,なし,保証付,660CC,旭川市,北海道
412,スズキ,アルト 660 L スズキ セーフティ サポート装着車 タイヤ4本新品 エアバッグ ABS キーレス,75.8,67.7,ハッチバック,薄青,2019,2.7万km,車検整備付,なし,保証付,660CC,川越市,埼玉県
413,ホンダ,N-BOX 660 G L ホンダセンシング 雹害　車検2年　ナビ　ドラレコ　パワスラ,79.9,64.9,ハッチバック,薄薄茶,2019,3.1万km,車検整備付,なし,保証無,660CC,野田市,千葉県
414,三菱,eKスペース 660 M eアシスト 軽減ブレーキ　社外ナビ　Bluetooh,80,73.0,ハッチバック,黒,2019,1.2万km,車検整備付,なし,保証無,660CC,浅口郡,岡山県
415,ダイハツ,ミラトコット 660 X SAIII 衝突軽減 パーキングアシスト 横滑り防止,83.9,74.9,ハッチバック,青Ｍ,2019,4.2万km,2024(R06)年07月,なし,保証付,660CC,明石市,兵庫県
416,ダイハツ,ハイゼットトラック 660 ジャンボ SAIIIt 3方開 ナビ フルセグTV ドラレコ ETC LED,85,78.0,トラック,橙Ｍ,2019,8.3万km,車検整備付,なし,保証付,660CC,藤井寺市,大阪府
417,スズキ,スペーシア 660 ハイブリッド G 衝突被害軽減ブレーキ非装着車 車検整備付　地デジナビ　ドラレコ　ETC,87.9,82.0,ハッチバック,深緑,2019,3.9万km,車検整備付,なし,保証付,660CC,長岡市,新潟県
418,日産,デイズ 660 ハイウェイスターX 純正9型ナビ 全方位カメラ ETC LEDライト,89.8,80.6,ハッチバック,赤,2019,5.2万km,2024(R06)年08月,なし,保証付,660CC,唐津市,佐賀県
419,スズキ,アルトラパン 660 L CDコンボ　運転席シートヒーター,90.1,83.0,ハッチバック,白真珠,2019,3.4万km,車検整備付,なし,保証付,660CC,流山市,千葉県
420,スズキ,ワゴンR 660 ハイブリッド FX セーフティサポート　誤発信抑制機能,77.6,69.9,ハッチバック,薄茶,2021,0.3万km,2024(R06)年03月,なし,保証付,660CC,柴田郡,宮城県
421,スズキ,ワゴンR 660 ハイブリッド FX セーフティサポート　誤発進抑制機能,83.5,75.9,ハッチバック,銀,2021,0.5万km,2024(R06)年01月,なし,保証付,660CC,柴田郡,宮城県
422,ダイハツ,ムーヴ 660 L SAIII ETC　ドラレコ　ナンバーフレーム付き,89.8,79.8,ハッチバック,緑,2021,0.7万km,2024(R06)年04月,なし,保証付,660CC,八王子市,東京都
423,スズキ,アルト 660 F スズキ セーフティ サポート装着車 オートギヤシフト 4WD 禁煙車 メモリーナビ ドライブレコーダー,99,88.7,ハッチバック,黒真珠,2021,1.8万km,車検整備付,なし,保証付,660CC,長岡市,新潟県
424,日産,ルークス 660 S レンタアップ/キーレス/エマージェンシーブ,103.7,94.9,ハッチバック,黒,2021,0.9万km,車検整備無,なし,保証付,660CC,金沢市,石川県
425,日産,ルークス 660 S ETC　ドラレコ　ナンバーフレーム付き,104.8,94.8,ハッチバック,黒,2021,0.8万km,車検整備無,なし,保証付,660CC,八王子市,東京都
426,日産,デイズ 660 ハイウェイスターX プロパイロット エディション ナビ&アラビュ&プロパイロット&ドラレコ,105.4,98.0,ハッチバック,黒,2021,2.1万km,2024(R06)年02月,なし,保証付,660CC,田辺市,和歌山県
427,ダイハツ,ムーヴ 660 X リミテッドII SAIII LEDヘッドライト Bカメラ 届出済未使用車,106.6,101.0,ハッチバック,赤紫,2021,6km,2024(R06)年03月,なし,保証付,660CC,掛川市,静岡県
428,ダイハツ,ムーヴ 660 X リミテッド SAIII スマートキー LEDライト 届出済未使用車,108.6,103.0,ハッチバック,茶,2021,7km,2024(R06)年03月,なし,保証付,660CC,掛川市,静岡県
429,日産,デイズ 660 ハイウェイスターX 全周囲カメラ,112.3,103.3,ハッチバック,黒,2021,0.9万km,2024(R06)年03月,なし,保証付,660CC,日光市,栃木県
430,スズキ,ワゴンR 660 ハイブリッド FZ スマートキー LEDライト ディーラー試乗車,112.5,107.0,ハッチバック,黒,2021,0.7万km,2024(R06)年04月,なし,保証付,660CC,掛川市,静岡県
431,ホンダ,N-WGN カスタム 660 L ホンダ センシング ワンオーナー　メモリーナビ　リアカメラ,119.1,109.8,ハッチバック,赤,2021,1.5万km,車検整備付,なし,保証付,660CC,堺市北区,大阪府
432,ホンダ,N-BOX 660 L 4WD 片側Pスラ Bカメラ レーダークルコン,129.8,120.8,ハッチバック,銀,2021,1.2万km,2024(R06)年04月,なし,保証付,660CC,函館市,北海道
433,ダイハツ,タント 660 カスタム RS スタイルセレクション ETC　ドラレコ　ナンバーフレーム付き,139.8,129.8,ハッチバック,黒,2021,0.6万km,2024(R06)年11月,なし,保証付,660CC,八王子市,東京都
434,ホンダ,N-ONE 660 オリジナル 純正ナビ・フルセグ・バックカメラ・ETC,143,132.7,ハッチバック,黒Ｍ,2021,0.4万km,車検整備付,なし,保証付,660CC,飯塚市,福岡県
435,ダイハツ,コペン セロ 660 禁煙車 社外ナビ ETC ドライブレコーダー,169,160.1,オープン,緑Ｍ,2021,2.1万km,2024(R06)年04月,なし,保証付,660CC,富士市,静岡県
436,スズキ,アルト ワークス 660 純正ナビ LEDオートライト 純正AW ETC,169.8,159.4,ハッチバック,銀,2021,1.9万km,2024(R06)年01月,なし,保証付,660CC,さいたま市西区,埼玉県
437,日産,NV100クリッパー 660 DX 認定中古車/ナビ/ETC/両側スライドドア,76.3,72.2,ハッチバック,白,2020,2.1万km,2024(R06)年11月,なし,保証付,660CC,笛吹市,山梨県
438,スズキ,ワゴンR 660 ハイブリッド FX セーフティサポート　SDナビ　禁煙車,89.1,79.9,ハッチバック,真珠,2020,1.8万km,車検整備付,なし,保証付,660CC,柴田郡,宮城県
439,ダイハツ,ミライース 660 L SAIII 4WD 障害物センサー 衝突被害軽減ブレーキ,90.5,84.0,ハッチバック,赤,2020,2.8万km,車検整備付,なし,保証付,660CC,五所川原市,青森県
440,ホンダ,N-WGN 660 L ホンダ センシング LED クルコン ナビTV ETC シートヒータ,96.3,83.9,ハッチバック,青,2020,2.8万km,2025(R07)年08月,なし,保証無,660CC,八王子市,東京都
441,ホンダ,N-WGN 660 L ホンダ センシング ナビ/衝突軽減/ドラレコ/追従クルコン/ETC,97.8,87.5,ハッチバック,白真珠,2020,1.8万km,車検整備付,なし,保証付,660CC,草津市,滋賀県
442,日産,デイズ 660 X 禁煙車　純正9型SDナビ　全方位モニター,99,89.9,ハッチバック,赤,2020,2.9万km,車検整備付,なし,保証付,660CC,柴田郡,宮城県
443,日産,デイズ 660 ハイウェイスターX 純正ナビ 全方位カメラ ドラレコ,113.8,103.4,ハッチバック,赤,2020,1.2万km,車検整備付,なし,保証付,660CC,中津市,大分県
444,ダイハツ,キャスト スタイル 660 G VS SAIII 4WD ナビ ドラレコ スターター 全周囲カメラ,124.7,118.0,ハッチバック,桃,2020,0.8万km,車検整備付,なし,保証付,660CC,青森市,青森県
445,日産,NT100クリッパー 660 DX Tベルトチェーン式ルームクリーニング済み,52,42.0,トラック,白,2019,5.8万km,車検整備付,なし,保証付,660CC,神戸市長田区,兵庫県
446,ホンダ,N-BOX 660 G ホンダセンシング 4WD 社外メモリナビ ビルトインETC,69.8,60.3,ハッチバック,銀Ｍ,2019,9万km,2025(R07)年02月,なし,保証付,660CC,旭川市,北海道
447,スズキ,アルト 660 L スズキ セーフティ サポート装着車 タイヤ4本新品 エアバッグ ABS キーレス,75.8,67.7,ハッチバック,薄青,2019,2.7万km,車検整備付,なし,保証付,660CC,川越市,埼玉県
448,ホンダ,N-BOX 660 G L ホンダセンシング 雹害　車検2年　ナビ　ドラレコ　パワスラ,79.9,64.9,ハッチバック,薄薄茶,2019,3.1万km,車検整備付,なし,保証無,660CC,野田市,千葉県
449,三菱,eKスペース 660 M eアシスト 軽減ブレーキ　社外ナビ　Bluetooh,80,73.0,ハッチバック,黒,2019,1.2万km,車検整備付,なし,保証無,660CC,浅口郡,岡山県
450,ダイハツ,キャスト アクティバ 660 G SAIII 4WD 純正エンスタ スマートアシスト3,99.8,89.3,ハッチバック,青Ｍ,2018,4.5万km,車検整備付,なし,保証付,660CC,札幌市手稲区,北海道
451,トヨタ,ピクシスジョイ F 660 G SAIII 4WD ナビTV スマートアシスト3 ドラレコ,99.8,90.0,ハッチバック,薄桃,2018,3.4万km,2025(R07)年11月,なし,保証付,660CC,札幌市手稲区,北海道
452,日産,デイズルークス 660 ハイウェイスター Gターボ メモリナビ 全方位カメラ 衝突軽減ブレーキ,109.9,99.3,ハッチバック,黒,2018,6.4万km,車検整備付,なし,保証付,660CC,八千代市,千葉県
453,スズキ,ジムニー 660 ランドベンチャー 4WD 純正CD 革シート キーレス,134.8,124.1,クロカン・ＳＵＶ,真珠白,2018,4.4万km,車検整備付,なし,保証付,660CC,函館市,北海道
454,ダイハツ,タント 660 カスタム RS トップエディション SAIII 4WD ターボ 純正ナビ ドラレコ 全方位カメラ,137.8,127.3,ハッチバック,赤赤紫,2018,1.2万km,車検整備付,なし,保証付,660CC,米沢市,山形県
455,ダイハツ,ミライース 660 Xf SA 4WD 社外ナビ リモキー 衝突軽減 電格 マット,56,47.2,ハッチバック,青Ｍ,2017,5.5万km,2024(R06)年02月,なし,保証付,660CC,横手市,秋田県
456,スバル,サンバー 660 トランスポーター 車検2年含/自社保障付/法人様歓迎/キーレス,64.8,55.0,ハッチバック,白,2017,5.7万km,車検整備付,なし,保証付,660CC,千葉市稲毛区,千葉県
457,スズキ,ワゴンR 660 FA 横滑り防止　格納ミラー　キーレス　禁煙車,65.8,58.8,ハッチバック,白,2017,4.6万km,車検整備付,なし,保証無,660CC,浅口郡,岡山県
458,スズキ,エブリイ 660 ジョイン ターボ ハイルーフ 1オ-ナ-/禁煙/レ-ダ-ブレ-キ/ナビ/TV/ETC,68.2,58.0,ハッチバック,銀,2017,8.2万km,車検整備付,なし,保証付,660CC,尼崎市,兵庫県
459,ホンダ,N-ONE 660 G Lパッケージ 後期型/ナビ/TV/BT/Bモニター/ステリモ,75.9,68.8,ハッチバック,赤,2017,4万km,2024(R06)年06月,なし,保証無,660CC,宮城郡,宮城県
460,ホンダ,N-WGN 660 G Lパッケージ 4WD 一年保証付　ナビ　バックカメラ　キーレス,79.2,74.0,ハッチバック,銀,2017,5.6万km,2024(R06)年03月,なし,保証付,660CC,青森市,青森県
